comment,posting_time,rating
Nach Kontrolle der Verpackung hab ich ihn 1 Woche später ausgepackt zum Aufbau und festgestellt das er einen heftigen Schlag bekommen hat vor der Verpackung.,"Jun 10, 2022",Rated 5 out of 5 stars
Eine Reklamation über Online geht garnicht bei Aldi !,"Jun 10, 2022",Rated 1 out of 5 stars
Da tippt man 10 Minuten seine Daten und Text ein und bekommt zum schluß nach Absenden die Zeile das die Seite in Arbeit ist  grrrr,"Jun 9, 2022",Rated 1 out of 5 stars
"Habe Online einen Grill bestellt, angekündigte Lieferzeit 3 bis 6 Tage. Heute Tag 12 ... keine Nachricht von Aldi, Geld war schon 5 Minuten nach der Bestellung abgebucht. Servicewüste total!","Jun 9, 2022",Rated 1 out of 5 stars
"Hallo,","Jun 9, 2022",Rated 1 out of 5 stars
"Nach dem ich seit ca. 4 Wochen auf das bestellte Fahrrad gewartet habe, ist es immer noch nicht da. Ob es wirklich kommt ist fraglich.","Jun 8, 2022",Rated 1 out of 5 stars
Mein Geld haben Sie ja schon lange.,"Jun 8, 2022",Rated 1 out of 5 stars
Ok man kan anrufen dauert ca. fast eine Stunde oder länger in Warteschlange.,"Jun 8, 2022",Rated 1 out of 5 stars
"Noch mal würde ich dort nicht bestellen, würde ich auch keinem anderen raten.","Jun 7, 2022",Rated 1 out of 5 stars
Das ist das aller letzte.,"Updated Jun 7, 2022",Rated 1 out of 5 stars
"Allmählich fühle ich mich von Aldi betrogen!Des öfteren locken sie mit Angeboten und ich fahre morgens extra früh hin und, siehe da,wieder einmal kein einziges Teil vorhanden. Sehr ärgerlich. 😡","Jun 6, 2022",Rated 1 out of 5 stars
"Finger weg von dieser Firma. Die Ware wird nicht Versand und das Geld ist auch über Wochen weg. Stundenlang wartete man in der Warteschleife und bekommt immer nur schwammige Antworten. Solch einen betrügerischer Laden wie Aldi online habe ich noch nie erlebt. Wird wohl alles im Rechtsstreit enden, sehr schade.","Jun 5, 2022",Rated 1 out of 5 stars
Ich kann auch nur von dem Kauf warnen!,"Jun 4, 2022",Rated 1 out of 5 stars
Ich habe bis heute mein Geld von retouren nicht bekommen!!,"Jun 4, 2022",Rated 1 out of 5 stars
"Am 1.Mai habe ich einen Enders Kansas Pro3 Grill für 629Euro bestellt, am 19.Mai wurden die beiden Kartons per Spedition geliefert! Einer der beiden Kartons passte überhaupt nicht zu meinem von mir bestellten Grill, sondern zu einem ganz anderen Produkt dem Enders Boston EVO Pro! Die Spedition weigerte sich die beiden Kartons wieder mitzunehmen und meinte wir sollten uns an den Aldi Kundendienst wenden! An der Telefon Hotline haben wir nach mehren Stunden an mehreren Tagen warten aufgegeben! Auf mehrere E-Mails bekommt man nur Standardantworten, ohne weiter Informationen. Daraufhin habe ich Online unter meinem Account die Retoure beantragt, dann wurde die komplette Lieferung von der Spedition am 27.05 wieder abgeholt. In meinem Account steht bis heute 03.06 das die Ware unterwegs ist, obwohl mir die Abholung von der Spedition bestätigt wurde. Da ich bisher keine Rückmeldung mehr erhalten habe und mir keiner sagen kann ob und wann ich mein Geld zurück erhalte habe ich nun einen Fall bei Paypal eröffnet! Hätte niemals damit gerechnet, das der Aldi Online Shop so einen Katastrophalen Service bietet! Kann jeden nur davor warnen im Aldi Onlineshop was zu bestellen, besser ein paar Euro mehr ausgeben und in den nächsten Baumarkt fahren! Werde nun auch beim Einkaufen vor Ort von Aldi zu Lidl wechseln.","Jun 3, 2022",
Das ist mit Sicherheit der schlechteste Onlineshop den ich kenne und ich nutze viele. Ich rate potentiellen Kunden davon ab! Lieferung wurde irgendwo abgegeben und auf meinem Konto als komplett Zugestellt vermerkt!,"Jun 2, 2022",Rated 1 out of 5 stars
"Servicetelefon 90 Minuten nachweißlich in der Warteschleife, dann habe ich abgebrochen.Am nächsten Tag 02.06.22 genau da gleiche Spiel- kein Kontakt.Zwischenzeitlich hatte ich 4 Mails an Aldi gerichtet, auch darauf Keine Reaktion!!","Jun 2, 2022",Rated 1 out of 5 stars
"Nun bleibt mir nur noch der Weg über einen Anwalt, denn Kunden sind diesen Typen egal, wichtig ist nur die Bezahlung.Fur mich sind das Verbrecher! Ich kaufe auch nie wieder in einer Aldi Filiale.","Jun 2, 2022",Rated 1 out of 5 stars
Lieferzeit wurde eingehalten. ,"Jun 2, 2022",Rated 1 out of 5 stars
"Leider war die Ware und die Verpackung Beschädigt, daher Annahme verweigert und mit der Spedition wieder zurückgeschickt. ","Jun 1, 2022",Rated 1 out of 5 stars
Seitdem (1 Monat) keine Nachricht von Aldi wie es weitergeht.  Aufs Kontaktformular wird nicht reagiert und die Hotline ist nur Warteschleife. Ich glaube die Hotline ist nur am Kaffeetrinken.,"May 31, 2022",Rated 1 out of 5 stars
"Der Aldi online Shop ist die reinste Katastrophe. Erreichbarkeit nicht möglich, unfreundlich und nicht in der Lage eine Auskunft über Lieferzeit zu erteilen. Da fragt man sich, wozu man die Hotline überhaupt hat. Ach ja, schriftlich bekommt man übrigens auch keine Antwort. Hätte ich doch bloß die Bewertungen der anderen User vorher gelesen 😤. Hätte im Leben nicht gedacht, dass es so eine schlechte Betreuung überlange noch gibt.","May 31, 2022",Rated 1 out of 5 stars
Selber Schuld!!!,"Updated Jun 14, 2022",Rated 1 out of 5 stars
Wer bestellt schon Blumen online ...  ICH ... und bisher mit fast durchgehend guten Erfahrungen. Zumindest aber halbwegs ordentlichen Pflanzen oder Reaktion auf Reklamation.,"May 31, 2022",Rated 1 out of 5 stars
Aber nicht bei ALDI,"May 30, 2022",Rated 1 out of 5 stars
"Von 5 Blumen ist eine brauchbar, der Rest ist Schrott. Blüten eines Sternjasmin völlig vertrocknet, Blätter auf Halbmast. ","May 30, 2022",Rated 1 out of 5 stars
"Pfingstrosen alle ohne Wurzelballen, nur abgerissene junge Wurzeln und trockene lose Erde.","May 30, 2022",Rated 1 out of 5 stars
Und auf Reklamation KEINE ANTWORT.,"May 30, 2022",Rated 1 out of 5 stars
Das nenn ich Service,"May 30, 2022",Rated 1 out of 5 stars
"Selbst dieser 1 Stern ist zuviel, aber aus vermutlich technischen Gründen muss man 1 anklicken, um weiterzukommen.","May 30, 2022",Rated 1 out of 5 stars
"Der Service ist grottenschlecht, hätte ich das vorher gewusst, hätte ich nie bestellt.","May 30, 2022",Rated 1 out of 5 stars
"Im meinem Fall stornierte ich noch am Bestelltag einen Artikel. Darauf wurde überhaupt nicht reagiert. Telefonisch nur Automat, Kontaktformular wird nicht bearbeitet. ","Updated Jun 3, 2022",Rated 1 out of 5 stars
 Am Liefertag wurde mir aber viel Freude mit dem Artikel gewünscht! Die Annahme habe ich verweigert.,"Updated Jun 10, 2022",Rated 5 out of 5 stars
"Leider wurde meine Kreditkarte belastet und Geld habe ich bis dato nicht wieder gutgeschrieben bekommen. Werde jetzt die nächste Kreditkartenabrechnung abwarten, bevor ich rechtlich vorgehe.","May 27, 2022",Rated 1 out of 5 stars
Defekte Ware wird geliefert oder auch gerne B-Ware (schon geöffnet und benutzt).,"May 27, 2022",
Kundenservice ist nicht existent!,"May 24, 2022",Rated 1 out of 5 stars
Online Retoure funktioniert nicht!,"May 24, 2022",Rated 1 out of 5 stars
Nie wieder!,"May 23, 2022",Rated 1 out of 5 stars
"Defekte Ware geliefert, kein telefonischer Kontakt zum Kundenservice möglich. Warteschleife nach 40 Minuten abgebrochen. Nie wieder Aldi-Onlineshop.","May 23, 2022",Rated 1 out of 5 stars
Für so einen großen Konzern ein Witz.,"May 23, 2022",Rated 1 out of 5 stars
"Vor 7 Wochen Artikel 2 WPC -Zäune bestellt. Nach 2 Wochen wurde Lieferung durch Spedition angekündigt , dreimal verschoben, dreimal umsonst gewartet, wird aber als komplett zugestellt bei Aldi in meinem Kundenkonto angezeigt . Telefonischer Kontakt landet in der Endloswarteschleife, nach 40 Minuten wird einfach aufgelegt. E- Mail genauso unbeantwortet. Recherchen beim Spediteur und Versender ebenso erfolglos. Zum Glück Zahlung über KLARNA, sonst ist man wohl sein Geld ohne Warenerhalt los.Bisher der schlechteste Onlinehändler. ","May 23, 2022",Rated 1 out of 5 stars
Da lobe ich mir Amazon oder auch Lidl.de.,"May 22, 2022",Rated 1 out of 5 stars
"Nie wieder Aldi online. Ware defekt, absolut mieser Kundendienst, telefonisch nicht erreichbar. 500 Euro für die Katz. Erbärmlich für so einen Konzern","May 22, 2022",Rated 1 out of 5 stars
Schlechter Kundenservice ,"May 21, 2022",Rated 1 out of 5 stars
"Warte seit 2 Wochen auf meine bestellten Artikel. Leider passiert nichts. Das Problem ist, dass aber laut meinem Kundenkonto die Ware vollständig zugestellt wurde. Rückfrage beim Aldi Kundendienst endete mit einer Serienantwort, nämlich das es momentan aufgrund der aktuellen Situation zu Lieferschwierigkeiten kommen kann. Problem gelöst? Nein! ","May 20, 2022",Rated 1 out of 5 stars
Ich denke nicht das ich noch einmal bei Aldi online bestelle.,"May 20, 2022",Rated 1 out of 5 stars
Die Preise bei Aldi sind übertrieben gestiegen und es ist bei Aldi teurer als bei anderen Discountern.Auch sind mir viele leere Regale aufgefallen.Da ich Rentnerin gehe ich dort nicht mehr einkaufen.,"May 19, 2022",Rated 1 out of 5 stars
Seit zwei Monaten versuche ich bei Aldi Onlineshop erfolglos einen Artikel zu retournieren. Bei Lidl online wurde meine Retoure innerhalb einer Woche zufriedenstellend abgewickelt.,"May 19, 2022",Rated 1 out of 5 stars
Ich kaufe zukünftig nur noch bei Lidl.,"Updated May 19, 2022",Rated 1 out of 5 stars
"Solange man nur bestellt mag es gehen. Wehe aber, es gibt eine Reklamation: Zwei Wochen keine Antwort, dann eine Info, man solle nicht nochmal schreiben, nach weiteren zwei Wochen eine Standardnachricht, die auf mein Anliegen überhaupt nicht eingeht. Die beschriebene Vorgehensweise über die Webseite funktioniert nicht, nach Eingabe der Bestellnummer kommt immer: ""Deine gewünschte Seite konnte leider nicht gefunden werden."" Und jetzt? Keiner kümmert sich richtig bei einer Reklamation!","May 18, 2022",Rated 1 out of 5 stars
Ware kam nach fünf !! Wochen ernst an. ,"May 18, 2022",Rated 1 out of 5 stars
Stark beschädigt !! Kein Transportschaden..,"May 16, 2022",Rated 1 out of 5 stars
"Die Antwort auf meine Reklamation, nach Wochen kam eine Mail in der stand man kümmere sich und man solle nicht nochmal schreiben. Dann zwei Wochen später kam die Mail. Ein Standardtext mit Links zum Onlineshop usw. ","May 16, 2022",Rated 1 out of 5 stars
Kein Mensch hat meinen Text und meine Fotos angesehen. ,"May 15, 2022",Rated 1 out of 5 stars
"Ich gebe für den Onlineshop bzw. Kundenservice 0 Sterne. Auf Mails wird nicht reagiert. Hatte mir das E-Bike von Jeep aus der Werbung bestellt. Lieferung war ok, zwar erst 14 Tage nach Bestellung aber ok.","May 14, 2022",
"Nachdem ich es getestet habe und nun der Akku leer ist wollte ich es aufladen, Leider sagt das Ladegerät nichts. Danach habe ich mich über das Kontaktformular an den Kundenservice gewandt, es passiert seit 5.Mai nichts.","May 13, 2022",Rated 1 out of 5 stars
"Also Ladegerät defekt, Klingel war auch nicht dabei obwohl abgebildet und jetzt nach dem ich es insgesamt 60 Kilometer normal gefahren bin gibts knackende Geräusche im Tretlager. Beim stöbern in der Anleitung habe ich gesehen das die Stücke aus Bulgarien kommen und wahrscheinlich Rückläufer waren. Dies wurde von Aldi verschwiegen beim Angebot.","Updated May 13, 2022",Rated 1 out of 5 stars
"Absolute Frechheit, wir haben vor 2 Jahren Tickets für das Fanta 4 Konzert gekauft. Nun wurde das Konzert 2 Jahre jeweils verschoben aufgrund von Corona. Nun ist meine Frau schwanger geworden und ich wollte die Tickets zurück geben. Habe per email versucht Kontakt aufzunehmen , nun kam endlich nach fast 4 Wochen eine Antwort. In der email wurde überhaupt nicht auf mein Anliegen eingegangen sondern nur, dass meine email Adresse nicht im System hinterlegt wäre, naja in 2 Jahren wechselt man halt man die Adresse. Eine absolute Hinhaltetacktick wobei Aldi hofft der Kunde gibt entnervt auf. Wir waren immer treue Aldi Kunden und haben unsere Einkäufe auch immer bei Aldi getätigt. Ab sofort nie mehr, furchtbarer Laden, hätte mor echt mehr Kunden freundlichkeit erhofft.","May 13, 2022",Rated 1 out of 5 stars
"Ich kann eigentlich nur den anderen hier zustimmen. Ich habe ein Insektenschutzgitter bestellt und diese retourniert (ungeöffnet weil die falsche Größe verschickt wurde). Naja bisher keine Reaktion über Telefon oder Email. Man wartet mind. 2h und dann wird einfach aufgelegt. Ich bin mir ziemlich sicher, dass da keiner am anderen Ende sitzt. Servicewüste Deutschland!","Updated May 13, 2022",Rated 1 out of 5 stars
"Ich kann nur dringend davon abraten dort zu bestellen wenn die Chance besteht, dass ihr etwas retourniert.","May 12, 2022",Rated 4 out of 5 stars
"die Überschrift hat vor dem Kauf gepasst: wenn auch alle schlecht liefern würden, sicherlich nicht ALDI. Nun passt sie auch: überall bestellen, aber nicht bei ALDI!!!","May 12, 2022",Rated 1 out of 5 stars
"Haben am 31/03/22 Terassendielen bestellt, sollten zwischen dem 12/04 und 05/05 eintreffen. Bereits Mitte Mai die Info bekommen, dass die Ware dem Spediteur übergeben wurde. Bis heute nicht angekommen. Diverse Mails, diverse Stunden in der Warteschleife der Hotline (1x 1:10 Std und 1x 1:30 Std)  - NICHTS. Schlechter kann ein Kundensupport wohl nicht sein. Vorfall ist bei PayPal gemeldet. Weitere Schritte sind in Arbeit. Empfehlung: FINGER WEG von Bestellungen bei ALDI (wird sich bei mir auch auf den Stationäreinkauf auswirken).  Erstaunlich: seit 1 Jahr sind die Positiv-Bewertungen massiv auf Talfahrt. Aber man scheint nicht in der Lage zu sein - entgegen anderen Online-Plattformen - die Probleme zu beheben.","May 12, 2022",Rated 1 out of 5 stars
"Ich hatte nach den ganzen Kommentaren hier Angst, ob ich meinen Grill überhaupt bekommen würde, Ich hatte ihn am 30.04. bestellt und gestern und heute kamen die beiden Pakete an,- im Shop war die Rede von 10-20 Werktagen, also was soll ich sagen: Hat alles super geklappt! Ein Stern Abzug, weil es wirklich länger dauert als in anderen Online-Shops, aber sonst: Top!","Updated May 12, 2022",Rated 1 out of 5 stars
Ich habe 3 Meter wps Holz fliesen bestellt.nach 24 Tage keine Lieferung.kein Antwort auf email.telefonisch nicht erreichbar..nur warte Schleife .ich hoffe PayPal regelt es.ein minus stern.nie wieder Aldi.Finger weg,"May 11, 2022",Rated 1 out of 5 stars
Der bestellte Artikel wurde einfach nicht geliefert. Telefonisch niemand erreichbar. Unterirdischer Kundenservice. Nie wieder Aldi Onlineshop!,"May 10, 2022",Rated 1 out of 5 stars
"Noch nie so einen schlechten Online Shop erlebt. Telefonisch NIE einer erreichbar, nur Warteschleife. Auf Mails oder Kontaktaufnahmen über das Kontaktformular wird nicht reagiert. NOTE 6","May 9, 2022",Rated 1 out of 5 stars
"Ich kann nur bestätigen das 1 Stern zuviel ist. Ich habe am 24.03.22 einen Grill gekauft und bezahlt.  Nach mehreren Mails, 3x ausfüllen des Kontaktformulares sowie zig Anrufe in der Hotline warten wir vergebens ","Updated May 23, 2022",Rated 1 out of 5 stars
"Ich kann nur jedem empfehlen NICHT bei Aldi online zu bestellen,  schont die Nerven und wie man sich  Kunden gegenüber verhält, da müsste noch sehr sehr viel geschult werden. ","May 9, 2022",Rated 1 out of 5 stars
Bei mir ist es so .....EINMAL UND NIE WIEDER,"Updated May 10, 2022",Rated 1 out of 5 stars
"Da gibt's Gott sei Dank noch andere Läden,  die ähnliche Ware haben,  aber auf die man sich verlassen kann","May 9, 2022",Rated 5 out of 5 stars
"Lieferung ok,aber Retoure funktioniert überhaupt nicht.Die Hotline ist erst nach 50 min Wartezeit erreichbar.Service Null.","May 7, 2022",Rated 1 out of 5 stars
"Anfangs lief alles wie angegeben. Die Ware wurde schnell geliefert. Beim Auspacken fingen jedoch die Probleme an. Ich habe eine falsche Version des Artikels bekommen. Nach 30 min Wartezeit in der Hotline wurde die Sache an den Hersteller weitergegeben. Dieser teilte mir mit, dass die von mir bestellte Version seit langem nicht mehr Hergestellt wird. Einen Tag später war diese auch aus dem Onlineshop verschwunden. Schriftlich fragte ich Aldi wie nun weiter verfahren werden soll. Eine Woche später habe ich nochmals nachgefragt, da keine Rückmeldung kam. Wieder eine Woche später versuchte ich es telefonisch, da keine Rückmeldung von Aldi kam. Dort erklärte mir ein unfreundlicher Mitarbeiter, dass er da nichts machen kann und er mir nur eine Retoure anbieten kann. Ich soll dies jedoch mit dem Hersteller klären, damit Aldi keine weitere Arbeit dadurch hat (Thema Vertragspartner?!?!).","May 5, 2022",Rated 1 out of 5 stars
Solch einen schlechten Service habe ich noch nie erlebt......,"May 5, 2022",Rated 1 out of 5 stars
Einmal und nie wieder!,"May 4, 2022",Rated 1 out of 5 stars
"Schade, dass man keine Minussterne vergeben kann. So etwas habe ich noch nie erlebt. Bestellt, sofort per PayPal bezahlt. Auf dem Aldi Online Konto wird einmal die Ware als vollständig zugestellt angegeben, geht man auf ""Lieferung verfolgen"" wird angegeben, dass die Lieferung verarbeitet wurde. Auf 3 E-Mails keine Reaktion. Anrufe über die Service Hotline ohne Erfolg, da nach 25 bzw.34 Minuten angeblich noch immer alle Mitarbeiter in einem Gespräch waren. Werde mich jetzt an PayPal wenden um mein Geld zurück zu bekommen. Für mich ist Aldi-Online das schlimmste was ich je in diesem Bereich erlebt habe. Das war das erste und auch das letzte Mal, dass ich diesen katastrophalen Onlineshop genutzt habe. Der Ruf dieses Shops ist für mich auf ewig mehr als schlecht. Ich habe Verständnis, dass es Lieferengpässe gerade zur jetzigen Zeit gibt. Aber dann muss man das auch kommunizieren und nicht die Kunden im Dunkeln stehen lassen. Service Schulnote 6-. Nie wieder Aldi Online","May 4, 2022",
"Am 21.04.2022 einen Granit-Schirmständer für 169,-- € bestellt. Dieser wurde bis heute (04.05.2022) nicht geliefert. 2 E-mails mit Nachfragen blieben ohne Reaktion. ","May 4, 2022",Rated 1 out of 5 stars
Die von Aldi Online beauftragte Spedition IDS macht einen miserablen Eindruck. ,"Updated May 4, 2022",Rated 1 out of 5 stars
"Eine Sendungsverfolgung - Auf die Aldi Online verweist - ist für mich nicht möglich, da von diesem Unternehmen eine Sendungsnummer verlangt wird, die mir nicht vorliegt.","May 2, 2022",Rated 1 out of 5 stars
Mein Tipp: Nicht bei Aldi Online bestellen.,"May 1, 2022",Rated 1 out of 5 stars
